CODE,CPV_HU,CPV_EN
75311000-9,Betegségi pótlék,Sickness benefits
75312000-6,Anyasági pótlék,Maternity benefits
75313000-3,Mozgássérültpótlék,Disability benefits
75313100-4,Ideiglenes munkaképtelenségi pótlék,Temporary disablement benefits
75314000-0,Munkanélküli segély,Unemployment compensation benefits
75320000-5,Közalkalmazottak nyugdíj-biztosítási programja,Government employee pension schemes
75330000-8,Családi pótlék,Family allowances
75340000-1,Gyermekek után járó pótlék,Child allowances
76000000-3,Olaj- és gáziparral kapcsolatos szolgáltatások,Services related to the oil and gas industry
76100000-4,Gázipari szakmai szolgáltatások,Professional services for the gas industry
76110000-7,Földgázkitermeléssel kapcsolatos szolgáltatások,Services incidental to gas extraction
76111000-4,Újragázosítási szolgáltatások,Regasification services
76120000-0,Földgázkitermeléssel kapcsolatos merülési szolgáltatások,Diving services incidental to gas extraction
76121000-7,Tenger alatti kutakkal kapcsolatos búvárszolgáltatások,Subsea well diving services
76200000-5,Olajipari szakmai szolgáltatások,Professional services for the oil industry
76210000-8,Kőolajkitermeléssel kapcsolatos szolgáltatások,Services incidental to oil extraction
76211000-5,Perforált betétcső függesztéséhez kapcsolódó szolgáltatások,Liner-hanger services
76211100-6,Bélelési szolgáltatások,Lining services
76211110-9,Tesztgödör-bélelési szolgáltatások,Test pit lining services
76211120-2,Kútmezőn végzett bélelési szolgáltatások,Well site pit lining services
76211200-7,Iszapszelvényezési és fúróiszapanalízis-szolgáltatások,Mudlogging services
76300000-6,Fúrási szolgáltatások,Drilling services
76310000-9,Földgázkitermeléssel kapcsolatos fúrási szolgáltatások,Drilling services incidental to gas extraction
76320000-2,Nyílt tengeri fúrási szolgáltatások,Offshore drilling services
76330000-5,Turbinafúrási szolgáltatások,Turbine drilling services
76331000-2,Tekercselt turbinafúrási szolgáltatások,Coiled turbine drilling services
76340000-8,"Magfúrás, csőfúrás",Core drilling
76400000-7,Tengerifúrótorony-elhelyezési szolgáltatások,Rig-positioning services
76410000-0,Kútbélelési és -csövezési szolgáltatások,Well-casing and tubing services
76411000-7,Kútbélelési szolgáltatások,Well-casing services
76411100-8,Kútbéleléssel kapcsolatos személyzeti szolgáltatások,Well-casing crew services
76411200-9,Kútbélelés-tervezési szolgáltatások,Well-casing planning services
76411300-0,Kútbélelés-marási szolgáltatások,Well-casing milling services
76411400-1,Kútbélelés-befejezési szolgáltatások,Well-casing completion services
76420000-3,Kútbetonozási szolgáltatások,Well-cementing services
76421000-0,Béléscső-cementezési szolgáltatások,Liner cementing services
76422000-7,Cementdugózási szolgáltatások,Plug cementing services
76423000-4,Habcementezési szolgáltatások,Foam cementing services
76430000-6,Kútfúrási és termelési szolgáltatások,Well-drilling and production services
76431000-3,Kútfúrási szolgáltatások,Well-drilling services
76431100-4,Kútfúrás-ellenőrzési szolgáltatások,Well-drilling control services
76431200-5,Kútfúrással kapcsolatos emelési szolgáltatások,Well-drilling pickup services
76431300-6,Kútfúrással kapcsolatos rakodási szolgáltatások,Well-drilling laydown services
76431400-7,Patkánylyukfúrási szolgáltatások,Rathole well-drilling services
76431500-8,Kútfúrás-felügyeleti szolgáltatások,Well-drilling supervision services
76431600-9,Kútfúró berendezések ellenőrzésével kapcsolatos szolgáltatások,Well-drilling rig monitor services
76440000-9,Fúrólyuk-szelvényezési szolgáltatások,Well-logging services
76441000-6,Csövezett fúrólyuk-szelvényezési szolgáltatások,Cased hole logging services
76442000-3,Nyitott fúrólyuk-szelvényezési szolgáltatások,Open hole logging services
76443000-0,Egyéb fúrólyuk-szelvényezési szolgáltatások,Other logging services
76450000-2,Kútkezelési szolgáltatások,Well-management services
76460000-5,Kútfenntartási szolgáltatások,Well-support services
76470000-8,Kúttesztelési szolgáltatások,Well-testing services
76471000-5,Kúttörés-tesztelési szolgáltatások,Well fracture testing services
76472000-2,Kútmező-ellenőrzési vagy tesztelési szolgáltatások,Well site inspection or testing services
76473000-9,Kútberendezés-tesztelési szolgáltatások,Well equipment testing services
76480000-1,Olajkút-béléscsövezési szolgáltatások,Tubing services
76490000-4,Kútbefejezési szolgáltatások,Well-completion services
76491000-1,Kútelzárási szolgáltatások,Well-plugging services
76492000-8,Kútelhelyezési szolgáltatások,Well-positioning services
76500000-8,Szárazföldi és nyílt tengeri szolgáltatások,Onshore and offshore services
76510000-1,Szárazföldi szolgáltatások,Onshore services
76520000-4,Nyílt tengeri szolgáltatások,Offshore services
76521000-1,Nyílt tengeri szerelési szolgáltatások,Offshore installation services
76522000-8,Nyílt tengeri ellátóhajóval kapcsolatos szolgáltatások,Offshore supply-vessel services
76530000-7,Lefelé irányuló fúrási szolgáltatások,Downhole services
76531000-4,Lefelé irányuló fúrólyuk-szelvényezési szolgáltatások,Downhole logging services
76532000-1,Lefelé irányuló fúrólyuk-szivattyúzási szolgáltatások,Downhole pumping services
76533000-8,Fúrólyukban alkalmazott adatrögzítési szolgáltatások,Downhole recording services
76534000-5,Fúrólyuk-bővítési szolgáltatások,Downhole underreaming services
76535000-2,Fúrólyuk-megnyitási szolgáltatások,Downhole hole opening services
76536000-9,Fúrólyukban alkalmazott rezgés-ellenőrzési szolgáltatások,Downhole vibration control services
76537000-6,Fúrólyukban használt eszközökkel kapcsolatos szolgáltatások,Downhole tool services
76537100-7,Olajmezők kiaknázását segítő fúrólyukban használt eszközökkel kapcsolatos szolgáltatások,Downhole oilifield tools services
76600000-9,Csővezeték-ellenőrzési szolgáltatások,Pipeline-inspection services
77000000-0,"Mezőgazdasági, erdészeti, kertészeti, méhészeti és akvakultúrával kapcsolatos szolgáltatások","Agricultural, forestry, horticultural, aquacultural and apicultural services"
77100000-1,Mezőgazdasági szolgáltatások,Agricultural services
77110000-4,Mezőgazdasági termeléssel kapcsolatos szolgáltatások,Services incidental to agricultural production
77111000-1,Mezőgazdasági gépek kölcsönzése kezelővel,Hire of agricultural machinery with operator
77112000-8,Kaszálógép vagy mezőgazdasági berendezések kölcsönzése kezelővel,Hire of mowers or agricultural equipment with operator
77120000-7,Komposztálási szolgáltatások,Composting services
77200000-2,Erdészeti szolgáltatások,Forestry services
77210000-5,Fakitermelési szolgáltatások,Logging services
77211000-2,Fakitermeléssel kapcsolatos szolgáltatások,Services incidental to logging
77211100-3,"Faanyag-, épületfa-kitermelési szolgáltatások",Timber harvesting services
77211200-4,Épületfa erdőn belüli szállítása,Transport of logs within the forest
77211300-5,Fatisztítási szolgáltatások,Tree-clearing services
77211400-6,Favágási szolgáltatások,Tree-cutting services
77211500-7,Faápolási szolgáltatások,Tree-maintenance services
77211600-8,Fák ültetése magvetéssel,Tree seeding
77220000-8,"Faanyag, épületfa-impregnálási szolgáltatások",Timber-impregnation services
77230000-1,Erdészettel kapcsolatos szolgáltatások,Services incidental to forestry
77231000-8,Erdőgazdálkodási szolgáltatások,Forestry management services
77231100-9,Erdei erőforrás-gazdálkodási szolgáltatások,Forest resources management services
77231200-0,Erdei kártevők elleni védekezéssel kapcsolatos szolgáltatások,Forest pest control services
77231300-1,Erdőigazgatási szolgáltatások,Forest administration services
77231400-2,Erdőleltározási szolgáltatások,Forest inventory services
77231500-3,Erdők monitoringjával és értékelésével kapcsolatos szolgáltatások,Forest monitoring or evaluation services
77231600-4,Erdőtelepítési szolgáltatások,Afforestation services
77231700-5,Erdészeti fejlesztéssel kapcsolatos szolgáltatások,Forestry extension services
77231800-6,Erdei faiskolák üzemeltetésével kapcsolatos szolgáltatások,Forest nursery management services
77231900-7,Erdészeti ágazati tervezéssel kapcsolatos szolgáltatások,Forest sectoral planning services
